Accession	Species	Class
SoCD00540821	Shewanella oneidensis	2
SoCD00540822	Shewanella oneidensis	2
SoCD00540823	Shewanella oneidensis	2
SoCD00540824	Shewanella oneidensis	2
SoCD00540825	Shewanella oneidensis	2
SoCD00540826	Shewanella oneidensis	2
SoCD00540827	Shewanella oneidensis	1
SoCD00540828	Shewanella oneidensis	2
SoCD00540829	Shewanella oneidensis	2
SoCD00540830	Shewanella oneidensis	2
SoCD00540831	Shewanella oneidensis	1
SoCD00540832	Shewanella oneidensis	2
SoCD00540933	Shewanella oneidensis	2
SoCD00590339	Shewanella oneidensis	1
SoCD00590340	Shewanella oneidensis	1
SoCD00591479	Shewanella oneidensis	1
SoCD00591486	Shewanella oneidensis	2
SoCD00598698	Shewanella oneidensis	1
SoCD00598699	Shewanella oneidensis	2
SoCD00598761	Shewanella oneidensis	2
SoCD00598762	Shewanella oneidensis	1
SoCD00598763	Shewanella oneidensis	1
SoCD00598764	Shewanella oneidensis	2
SoCD00598769	Shewanella oneidensis	2
SoCD00627678	Shewanella oneidensis	2
SoCD00627866	Shewanella oneidensis	1
SoCD00627867	Shewanella oneidensis	2
SoCD00627868	Shewanella oneidensis	2
SoCD00627942	Shewanella oneidensis	1
SoCD00627949	Shewanella oneidensis	2
SoCD00627956	Shewanella oneidensis	1
SoCD00627957	Shewanella oneidensis	2
SoCD00627979	Shewanella oneidensis	2
SoCD00628028	Shewanella oneidensis	2
SoCD00628098	Shewanella oneidensis	2
SoCD00665597	Shewanella oneidensis	2
SoCD00665598	Shewanella oneidensis	2
SoCD00665601	Shewanella oneidensis	2
SoCD00665889	Shewanella oneidensis	1
SoCD00665954	Shewanella oneidensis	1
SoCD00666165	Shewanella oneidensis	1
SoCD00670579	Shewanella oneidensis	2
SpCD00331996	Streptococcus pneumoniae	2
SpCD00338262	Ruegeria pomeroyi	2
SpCD00338263	Ruegeria pomeroyi	2
SpCD00338264	Ruegeria pomeroyi	1
SpCD00338580	Streptococcus pyogenes	2
SpCD00338592	Streptococcus pneumoniae	2
SpCD00341412	Streptococcus pneumoniae	2
SpCD00342637	Streptococcus pyogenes	2
SpCD00342638	Streptococcus pyogenes	2
SpCD00343774	Streptococcus pyogenes	1
SpCD00343775	Streptococcus pyogenes	1
SpCD00343892	Ruegeria pomeroyi	2
SpCD00344479	Ruegeria pomeroyi	2
SpCD00344750	Ruegeria pomeroyi	1
SpCD00384620	Ruegeria pomeroyi	2
SpCD00384621	Ruegeria pomeroyi	1
SpCD00384622	Ruegeria pomeroyi	2
SpCD00384623	Ruegeria pomeroyi	1
SpCD00384710	Streptococcus pyogenes	2
SpCD00384711	Streptococcus pyogenes	2
SpCD00384713	Streptococcus pyogenes	2
SpCD00384714	Streptococcus pyogenes	2
SpCD00384718	Streptococcus pyogenes	2
SpCD00384851	Ruegeria pomeroyi	2
SpCD00384852	Ruegeria pomeroyi	2
SpCD00384853	Ruegeria pomeroyi	1
SpCD00384855	Ruegeria pomeroyi	2
SpCD00384856	Ruegeria pomeroyi	2
SpCD00384858	Ruegeria pomeroyi	2
SpCD00384859	Ruegeria pomeroyi	2
SpCD00384962	Ruegeria pomeroyi	2
SpCD00384963	Ruegeria pomeroyi	2
SpCD00384964	Ruegeria pomeroyi	2
SpCD00384967	Ruegeria pomeroyi	2
SpCD00384968	Ruegeria pomeroyi	2
SpCD00384969	Ruegeria pomeroyi	2
SpCD00384970	Ruegeria pomeroyi	2
SpCD00384971	Ruegeria pomeroyi	2
SpCD00384973	Ruegeria pomeroyi	2
SpCD00384974	Ruegeria pomeroyi	2
SpCD00384975	Ruegeria pomeroyi	2
SpCD00384976	Ruegeria pomeroyi	2
SpCD00384977	Ruegeria pomeroyi	2
SpCD00384979	Ruegeria pomeroyi	2
SpCD00384980	Ruegeria pomeroyi	2
SpCD00384991	Streptococcus pyogenes	2
SpCD00384993	Streptococcus pyogenes	1
SpCD00384994	Streptococcus pyogenes	1
SpCD00385146	Streptococcus pneumoniae	2
SpCD00385147	Streptococcus pneumoniae	2
SpCD00385148	Streptococcus pneumoniae	1
SpCD00385149	Streptococcus pneumoniae	1
SpCD00385150	Streptococcus pneumoniae	1
SpCD00385151	Streptococcus pneumoniae	2
SpCD00385152	Streptococcus pneumoniae	2
SpCD00385153	Streptococcus pneumoniae	2
SpCD00385163	Ruegeria pomeroyi	1
SpCD00385165	Ruegeria pomeroyi	2
SpCD00385716	Streptococcus pyogenes	2
SpCD00385717	Streptococcus pyogenes	2
SpCD00385718	Streptococcus pyogenes	2
SpCD00422945	Streptococcus pneumoniae	2
SpCD00423011	Streptococcus pyogenes	2
SpCD00423462	Ruegeria pomeroyi	2
SpCD00530739	Streptococcus pyogenes	2
SpCD00531283	Streptococcus pyogenes	2
SpCD00531286	Streptococcus pneumoniae	2
SpCD00531313	Streptococcus pyogenes	2
SpCD00531314	Streptococcus pyogenes	2
SpCD00531967	Streptococcus pyogenes	2
SpCD00536356	Streptococcus pneumoniae	1
SpCD00536357	Streptococcus pneumoniae	1
SpCD00536358	Streptococcus pneumoniae	1
SpCD00536359	Streptococcus pneumoniae	1
SpCD00536361	Streptococcus pneumoniae	1
SpCD00536363	Streptococcus pneumoniae	2
SpCD00536365	Streptococcus pneumoniae	2
SpCD00536366	Streptococcus pneumoniae	1
SpCD00539625	Streptococcus pneumoniae	2
SpCD00540066	Streptococcus pneumoniae	2
SpCD00540067	Streptococcus pneumoniae	2
SpCD00540068	Streptococcus pneumoniae	2
SpCD00540069	Streptococcus pneumoniae	2
SpCD00540418	Streptococcus pneumoniae	2
SpCD00540421	Streptococcus pyogenes	2
SpCD00540656	Streptococcus pneumoniae	2
SpCD00546509	Streptococcus pyogenes	2
SpCD00546511	Streptococcus pyogenes	2
SpCD00546513	Streptococcus pyogenes	1
SpCD00546515	Streptococcus pyogenes	2
SpCD00585193	Streptococcus pneumoniae	2
SpCD00585591	Streptococcus pneumoniae	2
SpCD00590142	Streptococcus pyogenes	2
SpCD00590307	Streptococcus pneumoniae	2
SpCD00590341	Silicibacter pomeroyi	2
SpCD00590342	Silicibacter pomeroyi	2
SpCD00590343	Silicibacter pomeroyi	2
SpCD00590959	Silicibacter pomeroyi	2
SpCD00590960	Silicibacter pomeroyi	2
SpCD00590961	Silicibacter pomeroyi	2
SpCD00590962	Silicibacter pomeroyi	2
SpCD00590963	Silicibacter pomeroyi	2
SpCD00590964	Silicibacter pomeroyi	2
SpCD00591549	Silicibacter pomeroyi	2
SpCD00597920	Streptococcus pneumoniae	2
SpCD00597921	Streptococcus pneumoniae	2
SpCD00597922	Streptococcus pneumoniae	2
SpCD00597923	Streptococcus pneumoniae	2
SpCD00598706	Streptococcus pyogenes	2
SpCD00598707	Streptococcus pyogenes	2
SpCD00664214	Streptococcus pneumoniae	1
SpCD00664217	Streptococcus pneumoniae	2
SpCD00664218	Streptococcus pneumoniae	2
SpCD00664219	Streptococcus pneumoniae	1
SpCD00664220	Streptococcus pneumoniae	2
SpCD00664221	Streptococcus pneumoniae	2
SpCD00664222	Streptococcus pneumoniae	2
SpCD00664223	Streptococcus pneumoniae	2
SpCD00664976	Streptococcus pneumoniae	1
SpCD00666036	Silicibacter pomeroyi	2
SpCD00670576	Streptococcus pneumoniae	2
SrCD00338282	Salinibacter ruber DSM 13855	1
SrCD00339567	Salinibacter ruber DSM 13855	2
SrCD00339570	Salinibacter ruber DSM 13855	2
SrCD00339571	Salinibacter ruber DSM 13855	2
SrCD00339572	Salinibacter ruber DSM 13855	2
SrCD00339573	Salinibacter ruber DSM 13855	2
SrCD00339574	Salinibacter ruber DSM 13855	2
SrCD00339576	Salinibacter ruber DSM 13855	2
SrCD00339577	Salinibacter ruber DSM 13855	2
SrCD00339580	Salinibacter ruber DSM 13855	2
SrCD00343911	Salinibacter ruber DSM 13855	2
SrCD00343912	Salinibacter ruber DSM 13855	1
SrCD00343913	Salinibacter ruber DSM 13855	2
SrCD00343915	Salinibacter ruber DSM 13855	1
SrCD00343920	Salinibacter ruber DSM 13855	2
SrCD00384928	Salinibacter ruber DSM 13855	2
SrCD00422970	Salinibacter ruber DSM 13855	2
SrCD00590314	Salinibacter ruber	2
SrCD00590315	Salinibacter ruber	2
SrCD00596921	Salinibacter ruber	2
SrCD00596922	Salinibacter ruber	2
SrCD00596923	Salinibacter ruber	2
SsCD00331563	Synechocystis sp. PCC 6803	2
SsCD00331990	Staphylococcus saprophyticus	2
SsCD00331991	Staphylococcus saprophyticus	2
SsCD00334830	Staphylococcus saprophyticus	1
SsCD00334832	Staphylococcus saprophyticus	2
SsCD00334840	Staphylococcus saprophyticus	1
SsCD00334985	Sulfolobus solfataricus	1
SsCD00334986	Sulfolobus solfataricus	1
SsCD00338230	Sulfolobus solfataricus	2
SsCD00338590	Staphylococcus saprophyticus	2
SsCD00338647	Sulfolobus solfataricus	1
SsCD00339183	Synechocystis sp. PCC 6803	1
SsCD00339184	Synechocystis sp. PCC 6803	2
SsCD00339185	Synechocystis sp. PCC 6803	1
SsCD00339186	Synechocystis sp. PCC 6803	2
SsCD00339187	Synechocystis sp. PCC 6803	2
SsCD00339188	Synechocystis sp. PCC 6803	1
SsCD00339189	Synechocystis sp. PCC 6803	2
SsCD00339190	Synechocystis sp. PCC 6803	1
SsCD00339191	Synechocystis sp. PCC 6803	1
SsCD00339192	Synechocystis sp. PCC 6803	1
SsCD00339193	Synechocystis sp. PCC 6803	1
SsCD00339194	Synechocystis sp. PCC 6803	1
SsCD00339195	Synechocystis sp. PCC 6803	2
SsCD00339196	Synechocystis sp. PCC 6803	1
SsCD00339197	Synechocystis sp. PCC 6803	1
SsCD00339198	Synechocystis sp. PCC 6803	2
SsCD00339199	Synechocystis sp. PCC 6803	1
SsCD00339200	Synechocystis sp. PCC 6803	2
SsCD00339201	Synechocystis sp. PCC 6803	2
SsCD00339204	Synechocystis sp. PCC 6803	1
SsCD00339205	Synechocystis sp. PCC 6803	1
SsCD00339206	Synechocystis sp. PCC 6803	1
SsCD00339207	Synechocystis sp. PCC 6803	1
SsCD00339208	Synechocystis sp. PCC 6803	2
SsCD00339209	Synechocystis sp. PCC 6803	1
SsCD00339211	Synechocystis sp. PCC 6803	1
SsCD00339345	Staphylococcus saprophyticus	1
SsCD00339346	Synechocystis sp. PCC 6803	2
SsCD00339347	Synechocystis sp. PCC 6803	2
SsCD00339353	Synechocystis sp. PCC 6803	1
SsCD00339354	Synechocystis sp. PCC 6803	1
SsCD00339614	Synechocystis sp. PCC 6803	2
SsCD00339714	Staphylococcus saprophyticus	2
SsCD00339716	Sulfolobus solfataricus	2
SsCD00340046	Staphylococcus saprophyticus	2
SsCD00340066	Staphylococcus saprophyticus	2
SsCD00340070	Synechocystis sp. PCC 6803	2
SsCD00340071	Synechocystis sp. PCC 6803	1
SsCD00340072	Synechocystis sp. PCC 6803	2
SsCD00342651	Synechocystis sp. PCC 6803	2
SsCD00342653	Synechocystis sp. PCC 6803	2
SsCD00342655	Synechocystis sp. PCC 6803	2
SsCD00342657	Synechocystis sp. PCC 6803	1
SsCD00342658	Synechocystis sp. PCC 6803	2
SsCD00342660	Synechocystis sp. PCC 6803	2
SsCD00342727	Staphylococcus saprophyticus	2
SsCD00342728	Staphylococcus saprophyticus	2
SsCD00342729	Staphylococcus saprophyticus	2
SsCD00342730	Staphylococcus saprophyticus	2
SsCD00342731	Staphylococcus saprophyticus	2
SsCD00342732	Staphylococcus saprophyticus	2
SsCD00342733	Staphylococcus saprophyticus	1
SsCD00342734	Staphylococcus saprophyticus	2
SsCD00342735	Staphylococcus saprophyticus	1
SsCD00342736	Staphylococcus saprophyticus	2
SsCD00342739	Staphylococcus saprophyticus	2
SsCD00343504	Synechocystis sp. PCC 6803	2
SsCD00343558	Synechocystis sp. PCC 6803	2
SsCD00343578	Sulfolobus solfataricus	1
SsCD00343895	Staphylococcus saprophyticus	2
SsCD00344208	Staphylococcus saprophyticus	2
SsCD00344209	Staphylococcus saprophyticus	1
SsCD00344210	Staphylococcus saprophyticus	2
SsCD00344265	Staphylococcus saprophyticus	2
SsCD00344266	Staphylococcus saprophyticus	2
SsCD00344267	Staphylococcus saprophyticus	2
SsCD00344268	Staphylococcus saprophyticus	2
SsCD00344559	Synechocystis sp. PCC 6803	1
SsCD00384861	Sulfolobus solfataricus	1
SsCD00384862	Sulfolobus solfataricus	2
SsCD00384867	Sulfolobus solfataricus	1
SsCD00384869	Sulfolobus solfataricus	2
SsCD00384870	Sulfolobus solfataricus	2
SsCD00384871	Sulfolobus solfataricus	1
SsCD00385354	Staphylococcus saprophyticus	2
SsCD00385355	Staphylococcus saprophyticus	2
SsCD00385356	Staphylococcus saprophyticus	2
SsCD00385357	Staphylococcus saprophyticus	1
SsCD00385358	Staphylococcus saprophyticus	2
SsCD00397393	Sulfolobus solfataricus	2
SsCD00397398	Sulfolobus solfataricus	2
SsCD00397400	Sulfolobus solfataricus	2
SsCD00397401	Sulfolobus solfataricus	2
SsCD00397402	Sulfolobus solfataricus	1
SsCD00397403	Sulfolobus solfataricus	2
SsCD00397405	Sulfolobus solfataricus	2
SsCD00397406	Sulfolobus solfataricus	2
SsCD00422908	Staphylococcus saprophyticus	1
SsCD00423007	Staphylococcus saprophyticus	2
SsCD00423081	Synechocystis sp. PCC 6803	1
SsCD00530770	Staphylococcus saprophyticus	1
SsCD00530771	Staphylococcus saprophyticus	1
SsCD00530772	Staphylococcus saprophyticus	1
SsCD00530880	Synechocystis sp. PCC 6803	1
SsCD00530881	Sulfolobus solfataricus	2
SsCD00530909	Staphylococcus saprophyticus	1
SsCD00530944	Synechocystis sp. PCC 6803	1
SsCD00530987	Sulfolobus solfataricus	1
SsCD00531024	Synechocystis sp. PCC 6803	1
SsCD00531025	Synechocystis sp. PCC 6803	2
SsCD00531026	Synechocystis sp. PCC 6803	2
SsCD00531088	Staphylococcus saprophyticus	1
SsCD00531089	Staphylococcus saprophyticus	2
SsCD00531090	Sulfolobus solfataricus	2
SsCD00531092	Sulfolobus solfataricus	2
SsCD00531096	Sulfolobus solfataricus	2
SsCD00531097	Synechocystis sp. PCC 6803	2
SsCD00531098	Synechocystis sp. PCC 6803	2
SsCD00531099	Synechocystis sp. PCC 6803	1
SsCD00531100	Synechocystis sp. PCC 6803	2
SsCD00531101	Synechocystis sp. PCC 6803	2
SsCD00531227	Staphylococcus saprophyticus	2
SsCD00531228	Staphylococcus saprophyticus	2
SsCD00531296	Staphylococcus saprophyticus	2
SsCD00535919	Sulfolobus solfataricus	1
SsCD00535921	Sulfolobus solfataricus	2
SsCD00535922	Sulfolobus solfataricus	2
SsCD00535923	Sulfolobus solfataricus	2
SsCD00535985	Synechocystis sp. PCC 6803	1
SsCD00535987	Synechocystis sp. PCC 6803	2
SsCD00535988	Synechocystis sp. PCC 6803	1
SsCD00535989	Synechocystis sp. PCC 6803	2
SsCD00535990	Synechocystis sp. PCC 6803	1
SsCD00535991	Synechocystis sp. PCC 6803	1
SsCD00535992	Synechocystis sp. PCC 6803	1
SsCD00535993	Synechocystis sp. PCC 6803	1
SsCD00535994	Synechocystis sp. PCC 6803	2
SsCD00535995	Synechocystis sp. PCC 6803	1
SsCD00535997	Synechocystis sp. PCC 6803	1
SsCD00536112	Sulfolobus solfataricus	2
SsCD00536113	Sulfolobus solfataricus	2
SsCD00536114	Sulfolobus solfataricus	2
SsCD00536115	Sulfolobus solfataricus	1
SsCD00536282	Synechocystis sp. PCC 6803	1
SsCD00536283	Synechocystis sp. PCC 6803	1
SsCD00536284	Synechocystis sp. PCC 6803	1
SsCD00539627	Sulfolobus solfataricus	1
SsCD00539628	Sulfolobus solfataricus	2
SsCD00539629	Sulfolobus solfataricus	1
SsCD00539633	Staphylococcus saprophyticus	2
SsCD00539634	Staphylococcus saprophyticus	2
SsCD00539635	Staphylococcus saprophyticus	1
SsCD00539964	Synechocystis sp. PCC 6803	2
SsCD00540083	Synechocystis sp. PCC 6803	2
SsCD00540268	Synechocystis sp. PCC 6803	2
SsCD00540269	Synechocystis sp. PCC 6803	2
SsCD00540270	Synechocystis sp. PCC 6803	2
SsCD00540271	Synechocystis sp. PCC 6803	2
SsCD00540272	Synechocystis sp. PCC 6803	2
SsCD00540273	Synechocystis sp. PCC 6803	2
SsCD00540274	Synechocystis sp. PCC 6803	2
SsCD00540275	Synechocystis sp. PCC 6803	2
SsCD00540276	Synechocystis sp. PCC 6803	2
SsCD00540277	Synechocystis sp. PCC 6803	2
SsCD00540278	Synechocystis sp. PCC 6803	2
SsCD00540279	Synechocystis sp. PCC 6803	2
SsCD00540280	Synechocystis sp. PCC 6803	2
SsCD00540281	Synechocystis sp. PCC 6803	1
SsCD00540282	Synechocystis sp. PCC 6803	2
SsCD00540283	Synechocystis sp. PCC 6803	2
SsCD00540284	Synechocystis sp. PCC 6803	2
SsCD00540285	Synechocystis sp. PCC 6803	2
SsCD00540286	Synechocystis sp. PCC 6803	2
SsCD00540287	Synechocystis sp. PCC 6803	2
SsCD00540288	Synechocystis sp. PCC 6803	2
SsCD00540289	Synechocystis sp. PCC 6803	2
SsCD00540290	Synechocystis sp. PCC 6803	2
SsCD00540291	Synechocystis sp. PCC 6803	2
SsCD00540292	Synechocystis sp. PCC 6803	2
SsCD00540293	Synechocystis sp. PCC 6803	2
SsCD00540294	Synechocystis sp. PCC 6803	2
SsCD00540420	Staphylococcus saprophyticus	2
SsCD00540605	Synechocystis sp. PCC 6803	2
SsCD00540606	Synechocystis sp. PCC 6803	2
SsCD00540607	Synechocystis sp. PCC 6803	2
SsCD00540609	Synechocystis sp. PCC 6803	2
SsCD00540610	Synechocystis sp. PCC 6803	2
SsCD00540611	Synechocystis sp. PCC 6803	2
SsCD00540613	Synechocystis sp. PCC 6803	2
SsCD00540614	Synechocystis sp. PCC 6803	2
SsCD00540653	Sulfolobus solfataricus	2
SsCD00540654	Sulfolobus solfataricus	2
SsCD00540790	Sulfolobus solfataricus	1
SsCD00540791	Sulfolobus solfataricus	1
SsCD00540889	Sulfolobus solfataricus	2
SsCD00540890	Sulfolobus solfataricus	1
SsCD00540891	Sulfolobus solfataricus	2
SsCD00541056	Synechocystis sp. PCC 6803	2
SsCD00541057	Synechocystis sp. PCC 6803	2
SsCD00585209	Sulfolobus solfataricus	1
SsCD00588987	Staphylococcus saprophyticus	2
SsCD00588990	Sulfolobus solfataricus	1
SsCD00588991	Sulfolobus solfataricus	2
SsCD00588992	Sulfolobus solfataricus	2
SsCD00588993	Sulfolobus solfataricus	2
SsCD00588994	Sulfolobus solfataricus	2
SsCD00588995	Sulfolobus solfataricus	2
SsCD00588996	Sulfolobus solfataricus	2
SsCD00588997	Sulfolobus solfataricus	2
SsCD00588998	Sulfolobus solfataricus	2
SsCD00588999	Synechococcus sp.	2
SsCD00590321	Staphylococcus saprophyticus	1
SsCD00590322	Staphylococcus saprophyticus	1
SsCD00591080	Synechocystis sp. PCC 6803	2
SsCD00591082	Synechocystis sp. PCC 6803	2
SsCD00591084	Synechocystis sp. PCC 6803	2
SsCD00591086	Synechocystis sp. PCC 6803	1
SsCD00591087	Synechocystis sp. PCC 6803	1
SsCD00591088	Synechocystis sp. PCC 6803	1
SsCD00591089	Synechocystis sp. PCC 6803	1
SsCD00591090	Synechocystis sp. PCC 6803	1
SsCD00591272	Staphylococcus saprophyticus	2
SsCD00591273	Sulfolobus solfataricus	1
SsCD00591279	Synechocystis sp. PCC 6803	1
SsCD00591365	Sulfolobus solfataricus	2
SsCD00591366	Sulfolobus solfataricus	1
SsCD00591535	Staphylococcus saprophyticus	2
SsCD00591539	Sulfolobus solfataricus	1
SsCD00596635	Sulfolobus solfataricus	1
SsCD00596636	Sulfolobus solfataricus	1
SsCD00596920	Synechococcus sp.	2
SsCD00597129	Sulfolobus solfataricus	2
SsCD00597882	Staphylococcus saprophyticus	1
SsCD00597883	Staphylococcus saprophyticus	2
SsCD00597884	Staphylococcus saprophyticus	2
SsCD00597885	Staphylococcus saprophyticus	2
SsCD00597886	Staphylococcus saprophyticus	1
SsCD00598684	Staphylococcus saprophyticus	1
SsCD00598794	Staphylococcus saprophyticus	1
SsCD00598799	Staphylococcus saprophyticus	2
SsCD00598837	Staphylococcus saprophyticus	2
SsCD00627712	Synechocystis sp. PCC 6803	2
SsCD00627713	Synechocystis sp. PCC 6803	2
SsCD00627748	Synechocystis sp. PCC 6803	2
SsCD00627769	Sulfolobus solfataricus	1
SsCD00627771	Synechocystis sp. PCC 6803	1
SsCD00627772	Synechocystis sp. PCC 6803	2
SsCD00627793	Staphylococcus saprophyticus	2
SsCD00627826	Staphylococcus saprophyticus	1
SsCD00627947	Sulfolobus solfataricus	2
SsCD00627948	Sulfolobus solfataricus	2
SsCD00627997	Synechocystis sp. PCC 6803	2
SsCD00628022	Staphylococcus saprophyticus	2
SsCD00665680	Synechocystis sp. PCC 6803	1
SsCD00665690	Staphylococcus saprophyticus	2
SsCD00665820	Synechocystis sp. PCC 6803	2
SsCD00665964	Staphylococcus saprophyticus	1
SsCD00665965	Staphylococcus saprophyticus	2
SsCD00666038	Sulfolobus solfataricus	2
SsCD00666039	Sulfolobus solfataricus	2
SsCD00666040	Sulfolobus solfataricus	2
SsCD00666090	Staphylococcus saprophyticus	2
SsCD00666091	Staphylococcus saprophyticus	2
SsCD00666093	Staphylococcus saprophyticus	1
SsCD00666095	Staphylococcus saprophyticus	2
SsCD00666143	Staphylococcus saprophyticus	2
SsCD00666144	Staphylococcus saprophyticus	2
SsCD00666183	Sulfolobus solfataricus	1
SsCD00666184	Sulfolobus solfataricus	1
SsCD00666267	Sulfolobus solfataricus	2
SsCD00666270	Synechocystis sp. PCC 6803	2
SsCD00666276	Synechocystis sp. PCC 6803	2
SsCD00666290	Sulfolobus solfataricus	2
SsCD00670658	Sulfolobus solfataricus	1
StCD00331662	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00331992	Streptococcus thermophilus	2
StCD00331994	Streptococcus thermophilus	2
StCD00334841	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00334980	Streptococcus thermophilus	2
StCD00334981	Streptococcus thermophilus	2
StCD00334982	Streptococcus thermophilus	2
StCD00334983	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00334984	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00336876	Streptococcus thermophilus	2
StCD00336877	Streptococcus thermophilus	2
StCD00336878	Streptococcus thermophilus	2
StCD00336879	Streptococcus thermophilus	2
StCD00336880	Streptococcus thermophilus	1
StCD00336892	Salmonella enterica subsp. enterica serovar Typhimurium	1
StCD00338338	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00338339	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00338591	Streptococcus thermophilus	2
StCD00339715	Streptococcus thermophilus	2
StCD00339968	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00340047	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00342624	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00342625	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00342626	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00342627	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00342629	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00342630	Salmonella enterica subsp. enterica serovar Typhimurium	2
StCD00342631	Salmonella enterica subsp. enterica serovar Typhimurium	2
